Rating,Device,Comments
2,Phone,"Tricked into paying to remove ads, but the pro functions are still locked and require additional payment (which would likely also have removed ads). The price I paid to remove ads seemed reasonable for a subscription, so I didn't give it a lot of thought since it used to just be one payment to unlock everything. Having to fork over another £20 or so a year just to have the pro features seems very scammy. Not happy."
2,Phone,"The app looks bad and works poorly, but the ads are too numerous and too intrusive. Especially the video ones when you open the app. They aren't skipable, and they seem to cause a delay opening the app (maybe while they load)?"
2,Phone,"Why did I pay for this app, or ly to be directed to another app that does the same thing? And why after paying £30 am I still getting asked to go premium? I  my money back. I'd recommend just picking the hours you  to fast, set an alarm and use your will power to do it. What a waste of money!"
2,Phone,"The ads are way too intrusive. I don't mind ads, that's how you get paid I get it, but when I'm in a hurry and trying to open the app and an ad plays right off the bat, I'm finding another solution"
2,Phone,"Right now there's way too many ads. As an app for fasting it's pretty bad, but the ads are just way too much for me. Unskippable 15-30+ second ads every time you open up the app and sometimes when you press the end/start fasting button. 5 stars without those ad problems. But right now, nah."
2,Phone,"All this is , is a timer and water intake counter. You can do that on your phone. Having said the above, I did use this for about 3 months but I'm deleting it tonight as the ads have become too onerous. Some of the most recent ones, there is no way to shut them down and they just hold going and going. You have to shut the app down and restart it and hope you get one you can exit out of. I got 2 bad ones in a row tonight. 2 the Devs - greed kills. No thanks. I'm done. Deleting. bad bye."
2,Phone,"I've had this app for about 3 years. I used to hate it. But now the ads are absolutely obnoxious, and $4.99 a month is highway robbery for what it does! Please don't get greedy! With 10+ mil subscribers, ???????... I pay WAY LESS than that a year for my food / exercise / macros monitorer that includes a bit of a fasting function. The bad thing is they don't sell your info to 3rd parties, and you can delete your info. I used to think 5 stars for this app."
2,Phone,"So obnoxious. I just needed a simple fasting monitorer (I've been intermittent fasting for years). Instead, I got a busy UI, too many popups, and annoying questionnaire filled with obnoxious messages I don't need. Two stars for not selling my data."
2,Phone,A lot of the options are locked behind a paywall. OMAD is also locked behind a Paywall. They give the option for custom but you can only set a start and have to manually stop the fast. I will be look at other options.
2,Phone,"It's a decent app if you pay for the subscription. Feels like it's made for kids, though, as every day you finish you get a million ""badges"". I just ed a simple fasting timer."
2,Phone,I've been using premium feature (which was quite expensive for no new features added throughout the year) I decided on not renewing premium but paying to remove ads. That was a terrible idea because I mostly do 8-16 s anyway. My issue currently is about notification. The beautiful colorful notification bar is gone in the last Android update. And it doesn't open by itself like it used to when I restart my phone. This is  a user experience bummer. Will update score once resolved.
2,Phone,"Money hungry app. Way too many ads, and takes forever to open. Note for the owners, do you  need to have ads when you have so many subscribers. Make the UI experience the terrible and see what will happen."
